alert_id,check_id,severity,status,assigned_to,opened_at,resolved_at,resolution_notes
292,292,LOW,RESOLVED,200,2024-10-19 02:28:00,2024-11-05 02:28:00,Account temporarily blocked
293,293,MEDIUM,RESOLVED,15,2024-10-17 18:11:00,2024-10-22 18:11:00,False positive
294,294,LOW,OPEN,182,2024-06-14 04:19:00,,Customer documents verified
295,295,LOW,IN_PROGRESS,51,2023-12-21 16:57:00,,Additional KYC completed
296,296,MEDIUM,RESOLVED,129,2024-07-18 08:08:00,2024-08-07 08:08:00,Additional KYC completed
297,297,MEDIUM,OPEN,185,2023-06-22 18:37:00,,Account temporarily blocked
298,298,LOW,CLOSED,165,2023-12-12 18:02:00,2023-12-13 18:02:00,Account temporarily blocked
299,299,MEDIUM,RESOLVED,8,2023-09-29 20:13:00,2023-10-13 20:13:00,Risk accepted
300,300,MEDIUM,RESOLVED,176,2024-10-04 17:18:00,2024-10-14 17:18:00,Risk accepted
301,301,MEDIUM,RESOLVED,124,2023-11-01 14:04:00,2023-11-07 14:04:00,Risk accepted
302,302,HIGH,OPEN,82,2023-07-28 10:38:00,,Additional KYC completed
303,303,LOW,OPEN,144,2025-05-31 11:25:00,,False positive
304,304,MEDIUM,OPEN,37,2023-11-23 07:29:00,,False positive
305,305,LOW,CLOSED,41,2023-02-21 09:24:00,2023-03-07 09:24:00,Escalated to compliance team
306,306,LOW,OPEN,132,2024-08-14 23:20:00,,Risk accepted
307,307,CRITICAL,OPEN,130,2024-05-25 09:31:00,,Risk accepted
308,308,LOW,IN_PROGRESS,127,2023-09-04 06:37:00,,Account temporarily blocked
309,309,LOW,RESOLVED,28,2025-05-13 20:43:00,2025-05-31 20:43:00,Risk accepted
310,310,MEDIUM,IN_PROGRESS,12,2023-05-18 08:46:00,,Risk accepted
311,311,MEDIUM,OPEN,19,2023-02-22 18:35:00,,Risk accepted
312,312,CRITICAL,RESOLVED,175,2024-05-31 14:48:00,2024-06-27 14:48:00,Account temporarily blocked
313,313,HIGH,IN_PROGRESS,87,2023-05-02 04:06:00,,Account temporarily blocked
314,314,MEDIUM,RESOLVED,12,2024-01-10 04:12:00,2024-01-23 04:12:00,False positive
315,315,MEDIUM,CLOSED,156,2023-05-21 22:21:00,2023-06-07 22:21:00,Account temporarily blocked
316,316,LOW,RESOLVED,158,2023-05-24 10:59:00,2023-05-30 10:59:00,Additional KYC completed
317,317,HIGH,IN_PROGRESS,137,2025-05-12 09:37:00,,Risk accepted
318,318,LOW,RESOLVED,173,2024-12-26 18:19:00,2024-12-27 18:19:00,False positive
319,319,HIGH,RESOLVED,162,2024-03-02 18:19:00,2024-03-26 18:19:00,False positive
320,320,CRITICAL,CLOSED,149,2024-09-03 15:16:00,2024-09-29 15:16:00,Account temporarily blocked
321,321,MEDIUM,RESOLVED,185,2023-08-22 23:03:00,2023-08-28 23:03:00,Account temporarily blocked
322,322,LOW,CLOSED,180,2025-03-04 12:09:00,2025-03-12 12:09:00,False positive
323,323,LOW,IN_PROGRESS,177,2023-07-15 00:28:00,,Customer documents verified
324,324,HIGH,RESOLVED,189,2024-02-25 16:49:00,2024-03-12 16:49:00,Additional KYC completed
325,325,LOW,RESOLVED,170,2023-03-05 22:08:00,2023-03-23 22:08:00,Risk accepted
326,326,CRITICAL,CLOSED,88,2024-06-22 12:20:00,2024-07-07 12:20:00,Account temporarily blocked
327,327,MEDIUM,CLOSED,178,2023-12-29 21:49:00,2024-01-20 21:49:00,Escalated to compliance team
328,328,MEDIUM,CLOSED,58,2024-09-16 15:12:00,2024-09-25 15:12:00,Escalated to compliance team
329,329,HIGH,IN_PROGRESS,82,2025-02-28 09:45:00,,Risk accepted
330,330,LOW,CLOSED,32,2023-12-24 17:59:00,2024-01-17 17:59:00,Account temporarily blocked
331,331,HIGH,CLOSED,198,2024-11-23 17:24:00,2024-12-06 17:24:00,Customer documents verified
332,332,LOW,CLOSED,114,2023-10-25 01:18:00,2023-10-28 01:18:00,Additional KYC completed
333,333,HIGH,IN_PROGRESS,70,2023-09-20 23:30:00,,Account temporarily blocked
334,334,HIGH,OPEN,62,2024-12-13 08:08:00,,Customer documents verified
335,335,LOW,RESOLVED,26,2023-02-21 21:57:00,2023-03-14 21:57:00,Risk accepted
336,336,HIGH,OPEN,2,2023-12-05 22:30:00,,Account temporarily blocked
337,337,MEDIUM,CLOSED,167,2023-06-11 13:41:00,2023-07-10 13:41:00,Customer documents verified
338,338,LOW,IN_PROGRESS,197,2025-02-13 09:20:00,,False positive
339,339,HIGH,RESOLVED,10,2024-10-29 18:14:00,2024-11-22 18:14:00,Customer documents verified
340,340,LOW,CLOSED,127,2024-03-03 05:59:00,2024-03-30 05:59:00,Customer documents verified
341,341,LOW,OPEN,155,2025-02-05 09:56:00,,False positive
342,342,MEDIUM,CLOSED,35,2023-12-10 09:29:00,2023-12-28 09:29:00,Account temporarily blocked
343,343,LOW,CLOSED,118,2024-04-24 08:12:00,2024-05-05 08:12:00,Additional KYC completed
344,344,LOW,OPEN,76,2023-09-21 22:11:00,,Account temporarily blocked
345,345,HIGH,RESOLVED,110,2024-11-21 06:11:00,2024-12-12 06:11:00,Account temporarily blocked
346,346,CRITICAL,RESOLVED,123,2023-12-02 02:25:00,2023-12-08 02:25:00,Escalated to compliance team
347,347,MEDIUM,IN_PROGRESS,69,2023-09-12 00:16:00,,Escalated to compliance team
348,348,MEDIUM,RESOLVED,178,2023-11-06 18:46:00,2023-11-15 18:46:00,Customer documents verified
349,349,MEDIUM,RESOLVED,129,2023-03-05 21:07:00,2023-03-11 21:07:00,Additional KYC completed
350,350,CRITICAL,OPEN,76,2025-02-27 09:44:00,,Escalated to compliance team
351,351,LOW,CLOSED,192,2024-09-21 07:14:00,2024-10-07 07:14:00,Account temporarily blocked
352,352,HIGH,RESOLVED,171,2024-01-18 13:44:00,2024-02-03 13:44:00,Customer documents verified
353,353,HIGH,RESOLVED,135,2025-02-19 07:43:00,2025-03-19 07:43:00,Risk accepted
354,354,MEDIUM,OPEN,16,2024-06-24 22:23:00,,Account temporarily blocked
355,355,LOW,RESOLVED,134,2024-06-01 06:36:00,2024-06-07 06:36:00,Risk accepted
356,356,LOW,RESOLVED,131,2023-04-30 21:13:00,2023-05-16 21:13:00,Risk accepted
357,357,MEDIUM,OPEN,145,2025-04-08 01:29:00,,False positive
358,358,LOW,CLOSED,66,2024-07-26 14:43:00,2024-08-19 14:43:00,False positive
359,359,MEDIUM,OPEN,180,2025-02-02 06:37:00,,False positive
360,360,MEDIUM,CLOSED,74,2024-07-08 01:59:00,2024-08-07 01:59:00,Risk accepted
361,361,MEDIUM,RESOLVED,108,2023-07-04 04:49:00,2023-07-28 04:49:00,Escalated to compliance team
362,362,LOW,CLOSED,175,2024-01-27 14:55:00,2024-02-09 14:55:00,Additional KYC completed
363,363,LOW,RESOLVED,138,2025-06-14 17:08:00,2025-06-26 17:08:00,Risk accepted
364,364,LOW,CLOSED,6,2024-06-25 04:46:00,2024-07-22 04:46:00,Escalated to compliance team
365,365,LOW,RESOLVED,59,2024-04-19 21:46:00,2024-05-07 21:46:00,Customer documents verified
366,366,CRITICAL,IN_PROGRESS,186,2024-04-16 11:09:00,,False positive
367,367,HIGH,RESOLVED,5,2023-02-02 21:26:00,2023-03-04 21:26:00,Customer documents verified
368,368,MEDIUM,RESOLVED,181,2023-07-31 02:06:00,2023-08-15 02:06:00,False positive
369,369,MEDIUM,RESOLVED,194,2023-09-08 23:02:00,2023-09-16 23:02:00,False positive
370,370,CRITICAL,IN_PROGRESS,148,2023-05-24 16:18:00,,Escalated to compliance team
371,371,LOW,RESOLVED,37,2024-08-14 19:49:00,2024-08-25 19:49:00,Additional KYC completed
372,372,LOW,IN_PROGRESS,152,2024-06-17 07:26:00,,Additional KYC completed
373,373,LOW,RESOLVED,89,2023-06-29 20:43:00,2023-07-15 20:43:00,Additional KYC completed
374,374,MEDIUM,RESOLVED,39,2024-11-18 12:50:00,2024-12-11 12:50:00,Escalated to compliance team
375,375,HIGH,RESOLVED,77,2024-01-21 05:48:00,2024-01-29 05:48:00,Additional KYC completed
376,376,MEDIUM,OPEN,107,2023-05-28 14:58:00,,Account temporarily blocked
377,377,LOW,IN_PROGRESS,166,2024-06-26 04:24:00,,False positive
378,378,LOW,RESOLVED,69,2024-04-05 11:05:00,2024-05-02 11:05:00,Risk accepted
379,379,LOW,OPEN,195,2024-11-20 19:38:00,,Account temporarily blocked
380,380,LOW,IN_PROGRESS,86,2025-01-11 21:35:00,,Escalated to compliance team
381,381,HIGH,OPEN,192,2023-01-16 06:59:00,,Risk accepted
382,382,CRITICAL,RESOLVED,142,2023-09-06 22:38:00,2023-09-19 22:38:00,Escalated to compliance team
383,383,LOW,RESOLVED,67,2025-03-05 09:24:00,2025-03-26 09:24:00,Escalated to compliance team
384,384,CRITICAL,OPEN,121,2024-06-09 15:29:00,,Escalated to compliance team
385,385,HIGH,RESOLVED,190,2023-07-28 11:20:00,2023-08-16 11:20:00,Customer documents verified
386,386,HIGH,CLOSED,76,2023-01-17 08:35:00,2023-02-05 08:35:00,Customer documents verified
387,387,HIGH,IN_PROGRESS,128,2023-07-20 10:14:00,,Account temporarily blocked
388,388,HIGH,IN_PROGRESS,186,2024-11-01 21:21:00,,Additional KYC completed
389,389,HIGH,OPEN,44,2025-01-27 15:29:00,,Customer documents verified
390,390,HIGH,OPEN,165,2025-01-07 17:31:00,,False positive
391,391,MEDIUM,CLOSED,196,2024-06-20 01:53:00,2024-07-17 01:53:00,False positive
392,392,HIGH,RESOLVED,3,2024-02-27 04:53:00,2024-03-01 04:53:00,Customer documents verified
393,393,MEDIUM,OPEN,158,2024-06-01 14:23:00,,Risk accepted
394,394,MEDIUM,OPEN,4,2024-11-06 15:01:00,,False positive
395,395,LOW,RESOLVED,179,2024-06-26 23:17:00,2024-07-06 23:17:00,Additional KYC completed
396,396,LOW,CLOSED,50,2024-03-16 05:06:00,2024-04-02 05:06:00,Account temporarily blocked
397,397,HIGH,IN_PROGRESS,21,2024-06-23 08:52:00,,Escalated to compliance team
398,398,MEDIUM,IN_PROGRESS,77,2024-02-20 14:36:00,,Additional KYC completed
399,399,HIGH,CLOSED,24,2025-04-27 02:41:00,2025-05-18 02:41:00,Risk accepted
400,400,LOW,RESOLVED,44,2024-01-24 12:35:00,2024-02-14 12:35:00,False positive
401,401,CRITICAL,RESOLVED,25,2024-05-26 13:41:00,2024-06-14 13:41:00,Account temporarily blocked
402,402,HIGH,CLOSED,122,2023-02-13 07:13:00,2023-03-08 07:13:00,Escalated to compliance team
403,403,MEDIUM,CLOSED,169,2023-02-17 02:43:00,2023-03-18 02:43:00,False positive
404,404,LOW,CLOSED,183,2023-07-03 10:01:00,2023-07-22 10:01:00,Risk accepted
405,405,HIGH,RESOLVED,100,2023-03-20 09:10:00,2023-04-08 09:10:00,Additional KYC completed
406,406,HIGH,RESOLVED,177,2024-07-07 10:24:00,2024-07-12 10:24:00,Additional KYC completed
407,407,LOW,CLOSED,60,2023-03-22 16:47:00,2023-03-24 16:47:00,False positive
408,408,LOW,RESOLVED,199,2023-12-15 19:49:00,2024-01-04 19:49:00,Escalated to compliance team
409,409,MEDIUM,RESOLVED,92,2023-01-31 20:17:00,2023-02-15 20:17:00,Account temporarily blocked
410,410,LOW,RESOLVED,198,2024-01-20 13:11:00,2024-02-11 13:11:00,Account temporarily blocked
411,411,LOW,OPEN,98,2023-10-30 07:45:00,,Additional KYC completed
412,412,LOW,RESOLVED,24,2025-03-13 20:09:00,2025-03-24 20:09:00,False positive
413,413,LOW,RESOLVED,48,2023-11-12 14:23:00,2023-11-16 14:23:00,Risk accepted
414,414,LOW,RESOLVED,91,2024-04-04 17:35:00,2024-04-08 17:35:00,Account temporarily blocked
415,415,LOW,RESOLVED,75,2023-04-06 19:38:00,2023-05-04 19:38:00,Risk accepted
416,416,CRITICAL,CLOSED,63,2024-02-02 02:46:00,2024-03-02 02:46:00,Account temporarily blocked
417,417,LOW,IN_PROGRESS,78,2024-06-17 05:43:00,,Escalated to compliance team
418,418,LOW,OPEN,77,2024-05-19 04:04:00,,Risk accepted
419,419,LOW,IN_PROGRESS,161,2025-03-12 02:23:00,,Risk accepted
420,420,LOW,RESOLVED,102,2024-08-31 19:12:00,2024-09-05 19:12:00,Escalated to compliance team
421,421,MEDIUM,CLOSED,111,2025-05-11 19:24:00,2025-05-22 19:24:00,Additional KYC completed
422,422,CRITICAL,IN_PROGRESS,52,2024-08-31 04:19:00,,Risk accepted
423,423,HIGH,CLOSED,163,2023-11-18 05:25:00,2023-11-28 05:25:00,Risk accepted
424,424,HIGH,IN_PROGRESS,101,2024-08-12 07:20:00,,Escalated to compliance team
425,425,LOW,RESOLVED,197,2023-04-27 18:12:00,2023-05-15 18:12:00,Account temporarily blocked
426,426,MEDIUM,CLOSED,75,2023-01-28 23:29:00,2023-02-04 23:29:00,Additional KYC completed
427,427,LOW,RESOLVED,65,2023-03-12 13:43:00,2023-04-02 13:43:00,Additional KYC completed
428,428,MEDIUM,RESOLVED,154,2023-06-07 22:27:00,2023-06-10 22:27:00,Risk accepted
429,429,HIGH,RESOLVED,108,2024-08-19 12:34:00,2024-09-18 12:34:00,Account temporarily blocked
430,430,MEDIUM,CLOSED,22,2023-02-07 11:44:00,2023-02-25 11:44:00,False positive
431,431,MEDIUM,RESOLVED,12,2025-02-26 07:42:00,2025-03-04 07:42:00,Account temporarily blocked
432,432,HIGH,IN_PROGRESS,111,2024-10-22 21:41:00,,False positive
433,433,HIGH,IN_PROGRESS,143,2023-01-11 03:16:00,,Account temporarily blocked
434,434,MEDIUM,RESOLVED,174,2024-12-05 18:14:00,2024-12-18 18:14:00,Account temporarily blocked
435,435,LOW,IN_PROGRESS,27,2024-12-08 16:09:00,,Escalated to compliance team
436,436,LOW,CLOSED,80,2024-03-01 02:07:00,2024-03-25 02:07:00,Escalated to compliance team
437,437,LOW,RESOLVED,185,2024-04-11 06:33:00,2024-04-27 06:33:00,Additional KYC completed
438,438,HIGH,IN_PROGRESS,30,2024-04-08 10:04:00,,False positive
439,439,HIGH,OPEN,190,2025-05-19 10:41:00,,Customer documents verified
440,440,MEDIUM,OPEN,119,2024-06-12 05:35:00,,Customer documents verified
441,441,MEDIUM,OPEN,111,2025-03-27 12:40:00,,Risk accepted
442,442,MEDIUM,CLOSED,100,2023-01-30 23:39:00,2023-02-14 23:39:00,False positive
443,443,HIGH,IN_PROGRESS,17,2024-12-22 06:13:00,,Account temporarily blocked
444,444,LOW,IN_PROGRESS,30,2023-04-15 17:11:00,,Escalated to compliance team
445,445,MEDIUM,CLOSED,157,2024-11-17 15:33:00,2024-11-28 15:33:00,Risk accepted
446,446,MEDIUM,IN_PROGRESS,45,2024-08-24 03:22:00,,Additional KYC completed
447,447,MEDIUM,RESOLVED,81,2024-12-23 09:58:00,2024-12-26 09:58:00,False positive
448,448,MEDIUM,OPEN,131,2023-09-02 09:07:00,,Risk accepted
449,449,LOW,RESOLVED,163,2024-03-04 19:08:00,2024-03-18 19:08:00,Account temporarily blocked
450,450,LOW,CLOSED,74,2024-12-11 20:59:00,2024-12-29 20:59:00,Customer documents verified
451,451,HIGH,RESOLVED,3,2023-07-11 10:53:00,2023-07-13 10:53:00,Risk accepted
452,452,MEDIUM,IN_PROGRESS,168,2023-05-20 06:52:00,,Risk accepted
453,453,MEDIUM,RESOLVED,43,2024-02-23 21:31:00,2024-03-21 21:31:00,False positive
454,454,LOW,RESOLVED,58,2024-08-01 00:50:00,2024-08-11 00:50:00,Account temporarily blocked
455,455,HIGH,RESOLVED,127,2023-10-23 05:49:00,2023-11-16 05:49:00,Account temporarily blocked
456,456,HIGH,OPEN,94,2024-06-07 03:36:00,,Account temporarily blocked
457,457,LOW,RESOLVED,109,2025-04-22 01:48:00,2025-05-10 01:48:00,False positive
458,458,HIGH,IN_PROGRESS,9,2025-01-23 20:48:00,,Risk accepted
459,459,HIGH,CLOSED,31,2023-09-27 11:55:00,2023-10-12 11:55:00,Customer documents verified
460,460,HIGH,RESOLVED,162,2023-08-03 23:37:00,2023-08-31 23:37:00,Risk accepted
461,461,LOW,RESOLVED,16,2023-06-19 19:08:00,2023-07-16 19:08:00,Account temporarily blocked
462,462,LOW,RESOLVED,181,2023-12-26 17:17:00,2024-01-01 17:17:00,Escalated to compliance team
463,463,CRITICAL,CLOSED,174,2023-10-24 18:17:00,2023-11-10 18:17:00,False positive
464,464,LOW,OPEN,168,2023-05-19 13:58:00,,Customer documents verified
465,465,LOW,OPEN,64,2024-12-19 04:15:00,,Additional KYC completed
466,466,MEDIUM,RESOLVED,97,2024-02-07 15:09:00,2024-02-16 15:09:00,Risk accepted
467,467,MEDIUM,CLOSED,192,2023-03-19 20:50:00,2023-03-22 20:50:00,Escalated to compliance team
468,468,MEDIUM,CLOSED,199,2024-12-12 11:29:00,2024-12-23 11:29:00,Additional KYC completed
469,469,LOW,RESOLVED,17,2023-04-06 23:29:00,2023-04-29 23:29:00,Account temporarily blocked
470,470,LOW,CLOSED,73,2024-02-12 06:27:00,2024-02-28 06:27:00,Escalated to compliance team
471,471,HIGH,RESOLVED,175,2024-07-14 18:08:00,2024-07-30 18:08:00,False positive
472,472,LOW,RESOLVED,41,2023-02-17 03:40:00,2023-03-04 03:40:00,Risk accepted
473,473,MEDIUM,IN_PROGRESS,34,2024-04-12 00:27:00,,Additional KYC completed
474,474,LOW,CLOSED,93,2023-11-06 05:55:00,2023-11-15 05:55:00,Escalated to compliance team
475,475,LOW,CLOSED,161,2023-03-26 11:42:00,2023-04-01 11:42:00,Escalated to compliance team
476,476,MEDIUM,IN_PROGRESS,181,2025-01-13 22:48:00,,False positive
477,477,MEDIUM,OPEN,133,2023-01-02 06:30:00,,Additional KYC completed
478,478,LOW,RESOLVED,109,2024-03-31 00:00:00,2024-04-27 00:00:00,Additional KYC completed
479,479,LOW,IN_PROGRESS,27,2023-05-16 15:04:00,,False positive
480,480,LOW,IN_PROGRESS,193,2023-11-17 11:56:00,,Customer documents verified
481,481,MEDIUM,OPEN,157,2024-10-18 21:09:00,,Additional KYC completed
482,482,HIGH,RESOLVED,106,2023-06-18 14:22:00,2023-07-09 14:22:00,Account temporarily blocked
483,483,HIGH,IN_PROGRESS,36,2024-12-04 14:55:00,,False positive
484,484,MEDIUM,IN_PROGRESS,36,2024-08-26 23:24:00,,Customer documents verified
485,485,MEDIUM,IN_PROGRESS,185,2023-10-11 20:05:00,,Account temporarily blocked
486,486,HIGH,CLOSED,53,2023-10-19 22:01:00,2023-11-10 22:01:00,Account temporarily blocked
487,487,MEDIUM,RESOLVED,62,2024-09-13 16:12:00,2024-09-23 16:12:00,Risk accepted
488,488,LOW,RESOLVED,4,2024-01-31 03:15:00,2024-02-20 03:15:00,Escalated to compliance team
489,489,MEDIUM,CLOSED,140,2023-11-21 04:24:00,2023-12-10 04:24:00,Additional KYC completed
490,490,MEDIUM,OPEN,4,2023-06-26 15:49:00,,Escalated to compliance team
491,491,HIGH,OPEN,130,2023-08-09 01:59:00,,Escalated to compliance team
492,492,HIGH,RESOLVED,22,2024-10-05 22:32:00,2024-10-19 22:32:00,Additional KYC completed
493,493,LOW,OPEN,21,2024-07-03 17:39:00,,Account temporarily blocked
494,494,MEDIUM,IN_PROGRESS,196,2023-07-28 04:34:00,,Additional KYC completed
495,495,MEDIUM,IN_PROGRESS,62,2024-11-28 20:04:00,,False positive
496,496,MEDIUM,RESOLVED,15,2023-09-08 02:59:00,2023-09-23 02:59:00,Escalated to compliance team
497,497,LOW,RESOLVED,36,2024-11-13 23:42:00,2024-11-17 23:42:00,Additional KYC completed
498,498,MEDIUM,CLOSED,185,2023-01-12 05:31:00,2023-01-29 05:31:00,Escalated to compliance team
499,499,LOW,RESOLVED,31,2023-06-20 11:08:00,2023-07-18 11:08:00,False positive
500,500,HIGH,RESOLVED,148,2023-12-10 13:17:00,2023-12-19 13:17:00,Additional KYC completed
501,501,MEDIUM,RESOLVED,146,2023-03-20 15:29:00,2023-03-22 15:29:00,Customer documents verified
502,502,MEDIUM,RESOLVED,186,2024-01-12 05:16:00,2024-02-10 05:16:00,False positive
503,503,HIGH,OPEN,4,2023-08-22 23:32:00,,Customer documents verified
504,504,LOW,IN_PROGRESS,10,2023-02-17 15:23:00,,Account temporarily blocked
505,505,LOW,RESOLVED,107,2025-04-02 22:47:00,2025-04-10 22:47:00,Additional KYC completed
506,506,LOW,OPEN,129,2023-11-24 08:52:00,,Additional KYC completed
507,507,CRITICAL,CLOSED,18,2023-02-23 05:14:00,2023-02-25 05:14:00,Risk accepted
508,508,LOW,CLOSED,117,2025-06-05 09:49:00,2025-06-16 09:49:00,False positive
509,509,HIGH,RESOLVED,63,2024-01-13 06:18:00,2024-01-23 06:18:00,Risk accepted
510,510,LOW,CLOSED,140,2024-01-13 18:31:00,2024-02-07 18:31:00,Customer documents verified
511,511,MEDIUM,RESOLVED,163,2023-06-04 00:59:00,2023-06-12 00:59:00,Additional KYC completed
512,512,MEDIUM,OPEN,189,2025-06-17 00:21:00,,Additional KYC completed
513,513,MEDIUM,RESOLVED,16,2023-11-11 03:13:00,2023-11-19 03:13:00,Customer documents verified
514,514,LOW,OPEN,134,2024-12-29 08:05:00,,Risk accepted
515,515,MEDIUM,CLOSED,130,2024-12-18 11:29:00,2024-12-21 11:29:00,Customer documents verified
516,516,MEDIUM,RESOLVED,34,2024-10-14 12:04:00,2024-10-16 12:04:00,Customer documents verified
517,517,HIGH,IN_PROGRESS,180,2023-10-26 08:54:00,,Additional KYC completed
518,518,LOW,IN_PROGRESS,52,2023-12-01 10:28:00,,Customer documents verified
519,519,LOW,OPEN,120,2025-03-09 18:06:00,,Escalated to compliance team
520,520,HIGH,IN_PROGRESS,116,2024-02-21 03:34:00,,Escalated to compliance team
521,521,LOW,OPEN,176,2024-04-19 08:54:00,,Escalated to compliance team
522,522,HIGH,RESOLVED,84,2025-04-26 22:44:00,2025-05-03 22:44:00,Customer documents verified
523,523,MEDIUM,CLOSED,174,2023-04-04 22:15:00,2023-04-17 22:15:00,Escalated to compliance team
524,524,MEDIUM,CLOSED,192,2023-09-24 05:01:00,2023-10-22 05:01:00,Account temporarily blocked
525,525,HIGH,OPEN,32,2023-09-13 03:29:00,,False positive
526,526,MEDIUM,OPEN,176,2023-03-05 07:08:00,,Additional KYC completed
527,527,HIGH,RESOLVED,6,2024-10-22 02:37:00,2024-11-21 02:37:00,False positive
528,528,CRITICAL,CLOSED,85,2023-07-22 20:28:00,2023-07-25 20:28:00,False positive
529,529,MEDIUM,OPEN,186,2023-02-13 14:03:00,,Risk accepted
530,530,LOW,RESOLVED,48,2024-05-23 00:24:00,2024-05-29 00:24:00,Escalated to compliance team
531,531,MEDIUM,OPEN,158,2023-10-14 14:56:00,,Customer documents verified
532,532,MEDIUM,RESOLVED,23,2024-10-24 09:31:00,2024-11-11 09:31:00,Escalated to compliance team
533,533,HIGH,OPEN,135,2024-01-28 04:26:00,,Customer documents verified
534,534,LOW,OPEN,183,2024-10-07 17:50:00,,Escalated to compliance team
535,535,MEDIUM,RESOLVED,83,2024-05-06 17:50:00,2024-06-05 17:50:00,Risk accepted
536,536,LOW,IN_PROGRESS,200,2023-10-04 05:01:00,,Escalated to compliance team
537,537,MEDIUM,IN_PROGRESS,60,2023-03-01 15:33:00,,Customer documents verified
538,538,MEDIUM,IN_PROGRESS,189,2023-04-13 07:42:00,,False positive
539,539,LOW,CLOSED,45,2025-02-21 07:36:00,2025-03-19 07:36:00,Customer documents verified
540,540,LOW,CLOSED,152,2023-08-31 18:20:00,2023-09-23 18:20:00,False positive
541,541,LOW,CLOSED,49,2024-12-21 22:22:00,2025-01-09 22:22:00,Risk accepted
542,542,LOW,RESOLVED,155,2024-07-09 09:11:00,2024-07-12 09:11:00,Customer documents verified
543,543,CRITICAL,OPEN,52,2023-01-21 16:30:00,,Customer documents verified
544,544,HIGH,CLOSED,16,2023-12-15 22:11:00,2024-01-12 22:11:00,False positive
545,545,LOW,CLOSED,135,2023-06-01 18:45:00,2023-06-26 18:45:00,Escalated to compliance team
546,546,MEDIUM,CLOSED,87,2023-03-16 11:45:00,2023-03-29 11:45:00,Escalated to compliance team
547,547,HIGH,RESOLVED,125,2023-11-27 04:10:00,2023-12-11 04:10:00,Additional KYC completed
548,548,HIGH,CLOSED,158,2023-11-21 05:45:00,2023-12-14 05:45:00,Escalated to compliance team
549,549,LOW,CLOSED,177,2023-08-17 21:37:00,2023-08-30 21:37:00,Escalated to compliance team
550,550,HIGH,OPEN,147,2023-05-11 05:46:00,,Risk accepted
551,551,LOW,OPEN,157,2025-05-21 18:02:00,,Customer documents verified
552,552,LOW,CLOSED,20,2024-10-16 18:06:00,2024-10-21 18:06:00,Customer documents verified
553,553,HIGH,RESOLVED,172,2023-12-22 10:10:00,2023-12-25 10:10:00,Additional KYC completed
554,554,LOW,OPEN,178,2025-01-16 10:28:00,,False positive
555,555,LOW,OPEN,99,2023-12-25 08:50:00,,Risk accepted
556,556,HIGH,CLOSED,90,2025-01-20 13:10:00,2025-02-05 13:10:00,Account temporarily blocked
557,557,MEDIUM,RESOLVED,195,2024-01-20 03:53:00,2024-02-17 03:53:00,Additional KYC completed
