investment_id,user_id,fund_id,investment_type,sip_amount,lumpsum_amount,units,purchase_nav,current_nav,current_value,returns_percent,status,created_at
234,798,13,SIP,3000.0,,566.6742,222.35,265.16,150259.33,19.25,ACTIVE,2023-08-09 00:00:00
235,1762,111,SIP,1500.0,,282.3188,185.96,234.0,66062.6,25.83,CLOSED,2022-04-03 00:00:00
236,839,146,SIP,1500.0,,455.141,145.01,122.41,55713.81,-15.59,PAUSED,2024-07-11 00:00:00
237,1947,33,SWP,,,299.5445,107.57,137.36,41145.43,27.69,PAUSED,2025-02-16 00:00:00
238,2364,51,SIP,2000.0,,301.8412,132.52,109.62,33087.83,-17.28,CLOSED,2023-11-14 00:00:00
239,8509,117,SIP,3000.0,,2006.2696,47.85,65.02,130447.65,35.88,CLOSED,2022-11-29 00:00:00
240,4903,152,SIP,10000.0,,3561.3593,134.78,147.44,525086.82,9.39,CLOSED,2023-09-06 00:00:00
241,273,95,SIP,500.0,,118.2322,245.28,282.13,33356.85,15.02,ACTIVE,2025-11-10 00:00:00
242,9780,122,SIP,5000.0,,1206.1514,198.98,251.85,303769.23,26.57,ACTIVE,2023-04-12 00:00:00
243,9561,123,SIP,5000.0,,975.7155,184.48,233.32,227653.94,26.47,COMPLETED,2022-10-30 00:00:00
244,518,147,STP,,,748.4203,40.83,33.13,24795.16,-18.86,COMPLETED,2024-05-07 00:00:00
245,6766,177,SIP,3000.0,,897.9302,197.12,266.57,239361.25,35.23,COMPLETED,2022-05-08 00:00:00
246,8499,54,SIP,5000.0,,902.5271,127.42,130.75,118005.42,2.61,PAUSED,2024-07-30 00:00:00
247,8951,91,SIP,10000.0,,3036.547,184.42,218.72,664153.56,18.6,CLOSED,2023-06-26 00:00:00
248,3151,246,SIP,3000.0,,1092.1903,85.15,116.22,126934.36,36.49,COMPLETED,2023-08-15 00:00:00
249,8012,82,SIP,3000.0,,371.1287,234.42,299.41,111119.64,27.72,ACTIVE,2023-08-13 00:00:00
250,9396,174,SIP,2000.0,,202.5854,207.32,284.6,57655.8,37.28,ACTIVE,2023-08-18 00:00:00
251,4713,245,LUMPSUM,,100000.0,430.7745,232.14,277.08,119359.0,19.36,COMPLETED,2024-09-08 00:00:00
252,3311,212,SIP,3000.0,,856.6629,178.6,157.59,135001.51,-11.76,COMPLETED,2025-04-16 00:00:00
253,3973,13,SIP,3000.0,,793.7675,68.03,63.93,50745.56,-6.03,PAUSED,2024-04-26 00:00:00
254,7740,26,SIP,1000.0,,1356.3502,16.22,18.33,24861.9,13.01,CLOSED,2024-04-13 00:00:00
255,7823,167,SIP,1500.0,,281.8614,90.47,107.44,30283.19,18.76,COMPLETED,2025-08-28 00:00:00
256,8768,190,LUMPSUM,,25000.0,108.8803,229.61,207.81,22626.42,-9.49,ACTIVE,2022-12-27 00:00:00
257,6505,202,SIP,5000.0,,290.336,241.1,326.84,94893.42,35.56,PAUSED,2022-01-19 00:00:00
258,9306,155,SIP,1500.0,,842.7996,81.87,114.08,96146.58,39.34,CLOSED,2024-12-09 00:00:00
259,2199,218,SIP,1500.0,,547.1729,60.31,52.32,28628.09,-13.25,PAUSED,2024-07-28 00:00:00
260,3051,4,LUMPSUM,,100000.0,673.7183,148.43,186.19,125439.61,25.44,CLOSED,2022-12-26 00:00:00
261,7008,132,SIP,2000.0,,232.1802,172.28,156.92,36433.72,-8.92,PAUSED,2024-09-04 00:00:00
262,4065,2,SIP,1000.0,,275.0458,119.98,115.2,31685.28,-3.98,ACTIVE,2023-09-11 00:00:00
263,4286,168,SIP,1000.0,,1047.2973,29.6,25.78,26999.32,-12.91,CLOSED,2022-11-24 00:00:00
264,8234,237,LUMPSUM,,100000.0,564.2704,177.22,209.69,118321.86,18.32,PAUSED,2023-08-28 00:00:00
265,3619,57,SWP,,,390.1782,127.37,136.67,53325.65,7.3,CLOSED,2024-02-05 00:00:00
266,8999,234,SIP,3000.0,,884.6513,203.47,263.57,233167.54,29.54,ACTIVE,2023-05-22 00:00:00
267,8610,115,SIP,1500.0,,674.6627,33.35,37.97,25616.94,13.85,COMPLETED,2025-01-26 00:00:00
268,9384,138,SIP,1500.0,,382.2984,215.8,229.85,87871.29,6.51,CLOSED,2023-02-25 00:00:00
269,1490,231,SIP,10000.0,,13537.5846,28.07,24.68,334107.59,-12.08,ACTIVE,2024-07-24 00:00:00
270,9156,119,SIP,1500.0,,97.3131,184.97,191.92,18676.33,3.76,ACTIVE,2023-03-23 00:00:00
271,743,109,SIP,500.0,,56.2707,142.17,118.88,6689.46,-16.38,ACTIVE,2024-08-24 00:00:00
272,4704,105,SIP,1000.0,,271.8367,194.97,270.42,73510.08,38.7,PAUSED,2024-05-10 00:00:00
273,6267,115,LUMPSUM,,200000.0,1936.4833,103.28,124.93,241924.86,20.96,COMPLETED,2025-09-17 00:00:00
274,5698,31,SIP,3000.0,,726.4599,107.37,94.1,68359.88,-12.36,ACTIVE,2022-01-08 00:00:00
275,4889,119,SIP,3000.0,,680.2128,114.67,117.83,80149.47,2.76,CLOSED,2023-05-22 00:00:00
276,5672,40,SIP,5000.0,,1385.3969,194.89,159.68,221220.18,-18.07,ACTIVE,2024-05-08 00:00:00
277,3944,53,SIP,3000.0,,7470.5111,22.89,26.52,198117.95,15.86,COMPLETED,2022-04-10 00:00:00
278,725,103,SIP,3000.0,,681.1989,66.06,87.08,59318.8,31.82,PAUSED,2022-10-14 00:00:00
279,3837,209,STP,,,206.2305,150.39,172.42,35558.26,14.65,PAUSED,2023-05-01 00:00:00
280,2348,170,SIP,2000.0,,1144.5924,85.62,71.63,81987.15,-16.34,CLOSED,2022-12-25 00:00:00
281,9108,127,SIP,1500.0,,285.6901,236.27,284.19,81190.27,20.28,CLOSED,2023-10-15 00:00:00
282,6689,39,SIP,1000.0,,135.2124,192.29,208.46,28186.38,8.41,COMPLETED,2023-09-08 00:00:00
283,7587,235,SIP,2000.0,,164.9961,242.43,275.01,45375.58,13.44,COMPLETED,2024-03-06 00:00:00
284,4178,53,SIP,500.0,,36.6822,231.72,303.15,11120.21,30.83,COMPLETED,2025-01-01 00:00:00
285,845,69,SIP,3000.0,,459.506,156.69,207.48,95338.3,32.41,COMPLETED,2025-04-18 00:00:00
286,7855,54,LUMPSUM,,100000.0,1159.4203,86.25,116.04,134539.13,34.54,COMPLETED,2023-03-10 00:00:00
287,1923,192,SWP,,,388.9455,127.55,120.61,46910.72,-5.44,COMPLETED,2025-12-12 00:00:00
288,6499,235,SIP,1500.0,,349.8099,197.25,202.85,70958.94,2.84,PAUSED,2025-08-21 00:00:00
289,5054,67,SIP,2000.0,,931.6521,124.51,159.58,148673.04,28.17,PAUSED,2024-08-19 00:00:00
290,3329,95,SIP,500.0,,71.3364,147.19,137.29,9793.77,-6.73,PAUSED,2022-02-03 00:00:00
291,9066,240,SIP,5000.0,,1458.4991,113.13,100.85,147089.63,-10.85,CLOSED,2023-04-17 00:00:00
292,9336,214,SIP,3000.0,,497.5419,168.83,204.44,101717.47,21.09,CLOSED,2024-09-27 00:00:00
293,7551,44,LUMPSUM,,100000.0,1825.4838,54.78,67.5,123220.16,23.22,COMPLETED,2024-09-27 00:00:00
294,8883,165,SWP,,,107.6595,138.13,180.04,19383.02,30.34,ACTIVE,2025-09-30 00:00:00
295,105,106,SIP,5000.0,,864.6779,69.39,84.95,73454.39,22.42,CLOSED,2023-03-24 00:00:00
296,6115,16,SIP,5000.0,,1151.5332,234.47,315.98,363861.46,34.76,ACTIVE,2024-09-26 00:00:00
297,109,137,SIP,500.0,,1215.0026,18.93,23.35,28370.31,23.35,ACTIVE,2023-08-11 00:00:00
298,8229,209,SIP,2000.0,,176.0822,204.45,275.16,48450.78,34.59,COMPLETED,2022-07-17 00:00:00
299,3949,50,SIP,1500.0,,268.6611,206.58,198.4,53302.36,-3.96,PAUSED,2022-06-11 00:00:00
300,6653,118,SIP,5000.0,,1248.5311,68.08,82.41,102891.45,21.05,ACTIVE,2025-08-31 00:00:00
301,1532,104,SIP,3000.0,,1324.2945,126.86,149.95,198577.96,18.2,ACTIVE,2022-12-17 00:00:00
302,8190,217,SIP,10000.0,,1938.6107,92.85,128.73,249557.36,38.64,ACTIVE,2024-12-17 00:00:00
303,3765,55,STP,,,156.2609,177.69,202.58,31655.33,14.01,ACTIVE,2022-04-06 00:00:00
304,4594,231,SIP,5000.0,,7039.1553,22.73,30.85,217157.94,35.72,COMPLETED,2022-02-02 00:00:00
305,9618,37,LUMPSUM,,200000.0,857.3021,233.29,228.52,195910.68,-2.04,COMPLETED,2025-02-28 00:00:00
306,9285,214,LUMPSUM,,100000.0,950.5703,105.2,130.85,124382.12,24.38,ACTIVE,2025-11-12 00:00:00
307,8205,191,SWP,,,542.3968,27.62,29.34,15913.92,6.23,CLOSED,2023-11-29 00:00:00
308,5348,8,SIP,10000.0,,1369.5319,248.26,271.69,372088.12,9.44,CLOSED,2025-02-06 00:00:00
309,7076,48,SIP,5000.0,,1437.8834,104.32,131.79,189498.65,26.33,ACTIVE,2023-05-20 00:00:00
310,1345,69,SIP,5000.0,,903.5691,199.21,177.81,160663.62,-10.74,PAUSED,2023-10-11 00:00:00
311,1746,24,SIP,1500.0,,225.9225,119.51,150.2,33933.56,25.68,ACTIVE,2022-09-29 00:00:00
312,3071,111,SIP,3000.0,,376.6061,135.42,116.73,43961.23,-13.8,ACTIVE,2023-12-26 00:00:00
313,9781,154,LUMPSUM,,200000.0,11173.1844,17.9,18.76,209608.94,4.8,COMPLETED,2022-06-23 00:00:00
314,9371,134,SIP,2000.0,,1057.8151,54.83,52.71,55757.43,-3.87,COMPLETED,2024-10-06 00:00:00
315,1037,43,SIP,2000.0,,819.2884,85.44,108.47,88868.21,26.95,COMPLETED,2023-05-31 00:00:00
316,8124,153,SIP,2000.0,,1843.5476,40.14,39.45,72727.95,-1.72,CLOSED,2023-11-12 00:00:00
317,5400,113,SIP,10000.0,,2397.7365,208.53,248.28,595310.02,19.06,PAUSED,2022-10-06 00:00:00
318,5254,155,STP,,,580.3698,62.2,61.49,35686.94,-1.14,PAUSED,2023-10-16 00:00:00
319,8045,248,SIP,1000.0,,404.0183,91.58,88.67,35824.3,-3.18,ACTIVE,2024-01-18 00:00:00
320,9239,52,SIP,3000.0,,680.8659,57.28,72.21,49165.33,26.06,COMPLETED,2024-08-03 00:00:00
321,7184,205,SIP,5000.0,,6080.0,31.25,40.9,248672.0,30.88,CLOSED,2025-10-10 00:00:00
322,2281,163,SIP,1500.0,,318.0399,169.79,208.7,66374.93,22.92,CLOSED,2022-06-01 00:00:00
323,9797,123,SIP,3000.0,,1253.2637,134.05,181.27,227179.11,35.23,ACTIVE,2024-05-06 00:00:00
324,5891,180,LUMPSUM,,25000.0,614.2506,40.7,38.62,23722.36,-5.11,PAUSED,2025-09-23 00:00:00
325,2726,166,SIP,3000.0,,450.9445,246.15,296.98,133921.5,20.65,CLOSED,2023-11-11 00:00:00
326,1736,3,SIP,1000.0,,362.9361,135.01,150.03,54451.3,11.13,COMPLETED,2025-11-09 00:00:00
327,7304,96,SIP,10000.0,,1202.0607,174.7,212.13,254993.14,21.43,ACTIVE,2023-12-08 00:00:00
328,7910,27,SIP,500.0,,248.3444,42.28,57.69,14326.99,36.45,PAUSED,2023-12-15 00:00:00
329,5621,117,LUMPSUM,,200000.0,2065.049,96.85,83.15,171708.82,-14.15,CLOSED,2025-11-27 00:00:00
330,5226,18,SIP,10000.0,,1812.888,182.03,148.09,268470.58,-18.65,ACTIVE,2025-08-20 00:00:00
331,2693,239,SWP,,,283.3794,72.32,65.43,18541.51,-9.53,CLOSED,2023-11-09 00:00:00
332,7571,60,LUMPSUM,,50000.0,850.3401,58.8,70.23,59719.39,19.44,ACTIVE,2024-03-21 00:00:00
333,3233,116,SIP,2000.0,,3613.7072,16.05,14.91,53880.37,-7.1,ACTIVE,2025-12-12 00:00:00
334,9460,27,LUMPSUM,,50000.0,495.2456,100.96,92.71,45914.22,-8.17,PAUSED,2022-08-22 00:00:00
335,8020,136,SWP,,,402.9893,88.65,91.59,36909.79,3.32,ACTIVE,2025-04-17 00:00:00
336,5701,91,LUMPSUM,,50000.0,242.4478,206.23,252.34,61179.28,22.36,ACTIVE,2023-09-02 00:00:00
337,2195,81,SIP,1500.0,,741.5254,42.48,43.5,32256.35,2.4,CLOSED,2024-11-12 00:00:00
338,6853,153,SIP,2000.0,,804.1255,114.41,124.94,100467.44,9.2,COMPLETED,2025-11-21 00:00:00
339,9092,43,SIP,1000.0,,864.8465,58.97,76.97,66567.24,30.52,PAUSED,2022-04-20 00:00:00
340,158,125,SIP,10000.0,,5036.5865,105.23,119.64,602577.21,13.69,CLOSED,2024-10-10 00:00:00
341,8057,107,LUMPSUM,,200000.0,1540.3574,129.84,110.31,169916.82,-15.04,COMPLETED,2022-03-05 00:00:00
342,4786,9,SIP,3000.0,,1738.2907,82.84,105.08,182659.59,26.85,ACTIVE,2024-10-11 00:00:00
343,9384,30,SIP,3000.0,,863.4336,208.47,212.66,183617.79,2.01,CLOSED,2022-03-27 00:00:00
344,8952,56,SWP,,,671.1543,39.07,50.71,34034.23,29.79,ACTIVE,2023-09-02 00:00:00
345,7369,68,SIP,10000.0,,5361.1738,35.44,46.75,250634.88,31.91,COMPLETED,2023-05-01 00:00:00
346,9633,177,SIP,5000.0,,1609.7469,158.41,167.42,269503.83,5.69,COMPLETED,2022-10-13 00:00:00
347,3391,207,SIP,1500.0,,235.5629,140.09,162.24,38217.72,15.81,PAUSED,2023-10-25 00:00:00
348,4741,147,SIP,10000.0,,1324.6008,135.89,182.11,241223.05,34.01,CLOSED,2022-10-05 00:00:00
349,972,71,LUMPSUM,,50000.0,278.0249,179.84,158.19,43980.76,-12.04,PAUSED,2022-10-27 00:00:00
350,4056,195,LUMPSUM,,200000.0,1538.2249,130.02,149.06,229287.8,14.64,CLOSED,2023-07-05 00:00:00
351,6147,116,SIP,10000.0,,1983.5009,221.83,189.85,376567.65,-14.42,PAUSED,2023-07-24 00:00:00
352,7450,244,SIP,3000.0,,11168.1643,15.58,19.7,220012.84,26.44,CLOSED,2022-07-10 00:00:00
353,5870,218,SIP,3000.0,,691.4992,108.46,149.77,103565.84,38.09,PAUSED,2024-10-10 00:00:00
354,5290,213,SIP,3000.0,,855.3809,150.81,171.88,147022.87,13.97,ACTIVE,2023-12-05 00:00:00
355,753,26,SIP,10000.0,,1788.6179,123.0,107.57,192401.63,-12.54,CLOSED,2024-06-22 00:00:00
356,12,246,SIP,5000.0,,677.7141,228.71,304.02,206038.64,32.93,PAUSED,2022-11-22 00:00:00
357,1530,168,SIP,500.0,,107.4429,102.38,137.42,14764.8,34.23,CLOSED,2022-04-17 00:00:00
358,5006,186,SIP,1000.0,,155.3465,115.87,99.04,15385.52,-14.52,COMPLETED,2022-01-03 00:00:00
359,7813,20,SIP,1000.0,,87.5465,137.07,146.26,12804.55,6.7,PAUSED,2025-11-25 00:00:00
360,1976,221,SIP,1000.0,,133.5848,127.26,119.29,15935.33,-6.26,ACTIVE,2022-07-29 00:00:00
361,5134,95,LUMPSUM,,50000.0,476.4627,104.94,135.16,64398.7,28.8,COMPLETED,2022-09-30 00:00:00
362,1121,136,SIP,3000.0,,1037.2578,167.75,178.5,185150.52,6.41,COMPLETED,2023-03-13 00:00:00
363,6746,158,SIP,10000.0,,3028.0091,66.05,88.37,267585.16,33.79,CLOSED,2022-09-10 00:00:00
364,5760,247,SIP,10000.0,,3552.0267,47.86,46.24,164245.71,-3.38,PAUSED,2023-05-24 00:00:00
365,440,218,LUMPSUM,,100000.0,1580.2781,63.28,73.67,116419.09,16.42,CLOSED,2023-01-22 00:00:00
366,4843,166,SIP,10000.0,,793.8166,239.35,262.55,208416.55,9.69,CLOSED,2023-05-09 00:00:00
367,9731,19,SIP,500.0,,40.4989,246.92,335.9,13603.58,36.04,CLOSED,2024-03-03 00:00:00
368,5987,140,SIP,10000.0,,1272.9732,125.69,175.01,222783.04,39.24,ACTIVE,2022-02-04 00:00:00
369,226,68,SIP,500.0,,63.0411,237.94,247.17,15581.87,3.88,CLOSED,2025-07-11 00:00:00
370,6940,180,SIP,5000.0,,1027.7128,141.09,165.02,169593.17,16.96,PAUSED,2022-06-21 00:00:00
371,1295,131,STP,,,128.7629,243.96,217.91,28058.72,-10.68,ACTIVE,2024-03-11 00:00:00
372,5082,179,SIP,10000.0,,5486.7755,71.08,67.29,369205.12,-5.33,CLOSED,2022-08-26 00:00:00
373,9976,15,SIP,5000.0,,353.6902,169.64,153.59,54323.28,-9.46,COMPLETED,2025-12-20 00:00:00
374,186,42,SIP,1500.0,,630.8462,137.91,175.12,110473.79,26.98,COMPLETED,2023-06-15 00:00:00
375,6093,33,LUMPSUM,,100000.0,534.0739,187.24,163.05,87080.75,-12.92,PAUSED,2022-03-02 00:00:00
376,7035,70,SIP,1500.0,,131.5789,182.4,209.03,27503.94,14.6,CLOSED,2024-10-13 00:00:00
377,8369,93,SIP,10000.0,,1889.0838,148.22,151.28,285780.6,2.06,ACTIVE,2022-07-30 00:00:00
378,3743,190,SIP,500.0,,32.2893,216.79,175.03,5651.6,-19.26,PAUSED,2024-08-24 00:00:00
379,6275,236,SIP,10000.0,,24453.0245,23.31,29.88,730656.37,28.19,CLOSED,2025-09-04 00:00:00
380,3679,83,SIP,5000.0,,2661.344,90.18,116.84,310951.43,29.56,ACTIVE,2024-02-03 00:00:00
381,8226,173,STP,,,227.629,57.15,73.3,16685.21,28.26,ACTIVE,2024-04-01 00:00:00
382,7621,222,SIP,10000.0,,4658.5615,88.01,74.97,349252.36,-14.82,PAUSED,2022-01-17 00:00:00
383,3288,75,SIP,1500.0,,278.072,188.8,178.52,49641.41,-5.44,CLOSED,2025-04-26 00:00:00
384,3202,188,STP,,,53.7763,193.71,183.46,9865.8,-5.29,ACTIVE,2024-04-19 00:00:00
385,3818,139,SIP,10000.0,,1854.3493,177.96,143.39,265895.15,-19.43,CLOSED,2022-01-03 00:00:00
386,5039,27,SIP,1000.0,,184.7616,113.66,156.48,28911.5,37.67,PAUSED,2025-12-28 00:00:00
387,1525,12,STP,,,152.3554,225.86,251.12,38259.49,11.18,ACTIVE,2024-07-27 00:00:00
388,9516,25,SIP,5000.0,,1155.5684,207.69,175.48,202779.14,-15.51,CLOSED,2022-05-08 00:00:00
389,2142,61,SIP,10000.0,,6290.0146,89.03,114.0,717061.66,28.05,PAUSED,2023-10-31 00:00:00
390,7418,70,SIP,1000.0,,383.0602,46.99,59.31,22719.3,26.22,ACTIVE,2022-11-15 00:00:00
391,2694,116,SIP,2000.0,,1152.8706,43.37,44.02,50749.36,1.5,PAUSED,2024-07-14 00:00:00
392,7592,68,LUMPSUM,,25000.0,480.3997,52.04,63.05,30289.2,21.16,ACTIVE,2025-12-14 00:00:00
393,3523,214,LUMPSUM,,50000.0,1372.1186,36.44,34.58,47447.86,-5.1,CLOSED,2023-12-30 00:00:00
394,8413,13,SIP,1500.0,,267.1866,207.72,187.85,50191.0,-9.57,COMPLETED,2024-07-15 00:00:00
395,1552,119,SIP,10000.0,,5433.6468,47.85,38.62,209847.44,-19.29,COMPLETED,2022-09-25 00:00:00
396,6564,96,SIP,5000.0,,2302.1583,34.75,40.02,92132.38,15.17,ACTIVE,2022-02-14 00:00:00
397,3240,232,SIP,10000.0,,7289.5958,45.27,60.8,443207.42,34.31,ACTIVE,2022-09-08 00:00:00
398,7553,13,SIP,3000.0,,1104.5466,116.79,144.2,159275.62,23.47,CLOSED,2022-03-02 00:00:00
399,6991,45,SIP,1000.0,,263.7528,79.62,85.0,22418.99,6.76,COMPLETED,2022-03-12 00:00:00
400,4836,128,SIP,3000.0,,846.594,127.57,108.77,92084.03,-14.74,CLOSED,2022-10-09 00:00:00
401,3268,165,LUMPSUM,,50000.0,306.3162,163.23,209.15,64066.03,28.13,CLOSED,2022-02-09 00:00:00
402,5884,123,SIP,2000.0,,667.71,95.85,109.21,72920.61,13.94,PAUSED,2024-03-06 00:00:00
403,2947,7,SIP,1000.0,,1324.8058,21.89,28.16,37306.53,28.64,CLOSED,2022-04-30 00:00:00
404,8675,92,LUMPSUM,,50000.0,205.0105,243.89,209.77,43005.05,-13.99,COMPLETED,2025-09-07 00:00:00
405,4367,137,LUMPSUM,,25000.0,128.5017,194.55,266.28,34217.43,36.87,CLOSED,2025-03-25 00:00:00
406,5814,240,LUMPSUM,,50000.0,886.8393,56.38,65.15,57777.58,15.56,PAUSED,2025-11-29 00:00:00
407,9693,8,LUMPSUM,,100000.0,420.7338,237.68,270.52,113816.91,13.82,COMPLETED,2025-02-27 00:00:00
408,8065,139,SIP,2000.0,,4180.602,23.92,19.94,83361.2,-16.64,ACTIVE,2023-03-25 00:00:00
409,8626,123,SIP,3000.0,,2743.0221,62.34,54.75,150180.46,-12.18,PAUSED,2022-12-30 00:00:00
410,976,6,SIP,5000.0,,975.9271,230.55,291.56,284541.31,26.46,ACTIVE,2024-01-18 00:00:00
411,6121,181,STP,,,275.8059,107.96,92.91,25625.13,-13.94,COMPLETED,2023-10-23 00:00:00
412,2581,188,STP,,,153.1381,201.08,276.77,42384.03,37.64,PAUSED,2022-12-23 00:00:00
413,3658,171,SIP,1000.0,,288.6836,103.92,128.9,37211.32,24.04,COMPLETED,2022-09-18 00:00:00
414,30,243,LUMPSUM,,200000.0,930.5355,214.93,271.35,252500.81,26.25,ACTIVE,2025-03-08 00:00:00
415,2984,155,SIP,10000.0,,1980.4431,242.37,226.02,447619.75,-6.75,CLOSED,2022-08-02 00:00:00
416,2305,85,LUMPSUM,,50000.0,518.1347,96.5,95.7,49585.49,-0.83,ACTIVE,2025-07-26 00:00:00
417,5501,115,SIP,1000.0,,380.2281,73.64,61.91,23539.92,-15.93,ACTIVE,2022-08-10 00:00:00
418,789,99,SIP,2000.0,,354.2885,242.74,323.02,114442.27,33.07,PAUSED,2024-02-15 00:00:00
419,8947,97,SIP,2000.0,,598.9518,200.35,229.77,137621.16,14.68,COMPLETED,2025-11-08 00:00:00
420,2665,116,SIP,10000.0,,12253.8293,22.85,18.56,227431.07,-18.77,ACTIVE,2022-08-03 00:00:00
421,5601,44,LUMPSUM,,50000.0,267.3511,187.02,211.0,56411.08,12.82,PAUSED,2022-07-10 00:00:00
422,9733,158,LUMPSUM,,25000.0,214.8505,116.36,138.72,29804.06,19.22,CLOSED,2025-05-28 00:00:00
423,2574,14,SIP,1000.0,,192.6387,243.98,255.1,49142.13,4.56,PAUSED,2025-01-11 00:00:00
424,4613,77,SIP,500.0,,200.3168,107.33,121.26,24290.42,12.98,ACTIVE,2022-11-11 00:00:00
425,5912,1,SIP,1500.0,,301.9845,208.62,245.14,74028.48,17.51,ACTIVE,2023-02-13 00:00:00
426,422,53,SIP,1500.0,,116.512,244.61,265.19,30897.82,8.41,CLOSED,2023-09-24 00:00:00
427,7716,126,LUMPSUM,,100000.0,2745.7441,36.42,41.03,112657.88,12.66,PAUSED,2023-01-14 00:00:00
428,6250,95,SIP,500.0,,169.1167,76.87,82.95,14028.23,7.91,ACTIVE,2023-07-05 00:00:00
429,2477,193,SIP,500.0,,654.5248,35.14,35.36,23144.0,0.63,COMPLETED,2024-04-27 00:00:00
430,9071,16,LUMPSUM,,200000.0,826.7196,241.92,293.27,242452.06,21.23,COMPLETED,2024-08-30 00:00:00
431,7804,77,SIP,10000.0,,2460.899,182.86,201.38,495575.84,10.13,COMPLETED,2025-03-16 00:00:00
432,1971,244,LUMPSUM,,50000.0,210.0576,238.03,214.3,45015.34,-9.97,COMPLETED,2023-03-10 00:00:00
433,2068,11,SIP,5000.0,,2216.1609,117.32,164.06,363583.36,39.84,PAUSED,2022-10-30 00:00:00
434,5239,234,LUMPSUM,,25000.0,705.2186,35.45,40.19,28342.74,13.37,PAUSED,2025-02-04 00:00:00
435,4526,134,SIP,10000.0,,27359.0173,17.91,21.85,597794.53,22.0,CLOSED,2024-12-06 00:00:00
436,1844,107,SIP,3000.0,,352.5725,153.16,192.22,67771.49,25.5,ACTIVE,2022-08-05 00:00:00
437,4688,223,SIP,1500.0,,359.2408,221.3,212.11,76198.57,-4.15,CLOSED,2024-09-21 00:00:00
438,614,45,SIP,1000.0,,230.8316,160.29,193.71,44714.39,20.85,CLOSED,2022-03-21 00:00:00
439,5432,177,SIP,5000.0,,1381.4335,126.68,121.76,168203.34,-3.88,PAUSED,2022-02-11 00:00:00
440,4966,80,SIP,2000.0,,239.9742,216.69,262.39,62966.83,21.09,PAUSED,2022-10-03 00:00:00
441,7260,199,LUMPSUM,,100000.0,536.8551,186.27,216.63,116298.92,16.3,COMPLETED,2022-07-02 00:00:00
442,7238,55,STP,,,396.1424,110.69,120.73,47826.27,9.07,ACTIVE,2024-02-05 00:00:00
443,8443,203,SIP,1500.0,,371.3893,181.75,189.39,70337.42,4.2,ACTIVE,2025-03-10 00:00:00
444,2847,50,LUMPSUM,,50000.0,236.1944,211.69,201.04,47484.52,-5.03,ACTIVE,2024-07-23 00:00:00
445,5905,181,SIP,1500.0,,374.0648,208.52,230.01,86038.64,10.31,ACTIVE,2022-09-11 00:00:00
446,3964,96,SIP,2000.0,,1727.4811,56.73,75.01,129578.36,32.22,PAUSED,2025-02-03 00:00:00
447,5641,42,LUMPSUM,,100000.0,523.5328,191.01,231.75,121328.73,21.33,ACTIVE,2023-08-07 00:00:00
448,6334,13,SIP,3000.0,,393.4228,198.26,184.1,72429.14,-7.14,COMPLETED,2025-08-18 00:00:00
449,3388,69,SIP,3000.0,,8371.3851,19.71,25.0,209284.63,26.84,CLOSED,2022-01-19 00:00:00
450,2168,166,SIP,10000.0,,18246.0271,16.99,16.16,294855.8,-4.89,PAUSED,2025-12-30 00:00:00
451,6944,230,SIP,1500.0,,378.4796,122.86,114.37,43286.71,-6.91,CLOSED,2025-10-18 00:00:00
452,9577,27,SIP,5000.0,,970.5931,242.12,315.63,306348.3,30.36,PAUSED,2025-08-18 00:00:00
453,4891,176,SIP,500.0,,170.1585,94.03,90.82,15453.79,-3.41,PAUSED,2023-07-22 00:00:00
454,4896,49,SIP,10000.0,,6995.9424,71.47,59.61,417028.13,-16.59,PAUSED,2024-04-07 00:00:00
455,2293,185,SIP,2000.0,,304.7191,249.41,238.35,72629.8,-4.43,CLOSED,2024-04-08 00:00:00
456,579,150,LUMPSUM,,50000.0,522.7938,95.64,117.45,61402.13,22.8,CLOSED,2025-11-06 00:00:00
457,5874,130,SIP,1000.0,,108.2098,212.55,281.82,30495.69,32.59,ACTIVE,2023-08-25 00:00:00
458,7714,33,LUMPSUM,,50000.0,210.4997,237.53,318.23,66987.32,33.97,ACTIVE,2025-09-02 00:00:00
459,3642,91,SIP,10000.0,,3785.7061,87.17,110.95,420024.09,27.28,PAUSED,2024-02-01 00:00:00
460,9594,76,SIP,500.0,,195.0948,125.58,165.75,32336.96,31.99,ACTIVE,2025-04-03 00:00:00
461,7737,228,SIP,500.0,,70.8215,218.86,225.21,15949.71,2.9,ACTIVE,2024-04-26 00:00:00
462,2471,36,SWP,,,418.5806,95.53,133.01,55675.41,39.23,PAUSED,2022-10-21 00:00:00
463,2955,200,SIP,1500.0,,477.6778,163.29,147.96,70677.21,-9.39,ACTIVE,2022-04-29 00:00:00
464,7407,71,SIP,10000.0,,7872.5741,54.62,68.75,541239.47,25.87,COMPLETED,2022-06-30 00:00:00
465,7106,163,SIP,2000.0,,115.7742,241.85,249.1,28839.35,3.0,COMPLETED,2024-12-29 00:00:00
466,6113,244,SIP,1500.0,,101.1096,192.86,215.74,21813.39,11.86,ACTIVE,2025-10-17 00:00:00
467,4077,58,SIP,1500.0,,747.1134,88.34,76.12,56870.27,-13.83,PAUSED,2025-04-20 00:00:00
468,2737,17,LUMPSUM,,100000.0,420.3624,237.89,255.39,107356.35,7.36,PAUSED,2024-12-01 00:00:00
